Cell,Parent,LineageName,Birth,Death,Type,Description,Unnamed: 7,Unnamed: 8
mc1DL,ABalpaapap,ABalpaapapa,280.0,,marginal,Pharyngeal marginal cell.,,
ADFL,ABalpppppa,ABalpppppaa,280.0,,neuron,"Amphid neuron, dual ciliate sensory endings, probably chemosensory, enter ring via commissure from ventral ganglion, take up FITC.",,
AWBL,ABalpppppa,ABalpppppap,280.0,,neuron,"Amphid wing cell, neuron havin ciliated sheet-like sensory ending closely associated with amphid sheath.",,
ADFR,ABpraaappa,ABpraaappaa,280.0,,neuron,"Amphid neuron, dual ciliate sensory endings, probably chemosensory, enter ring via commissure from ventral ganglion, take up FITC.",,
m3L,ABalpaapap,ABalpaapapp,280.0,,muscle,Pharyngeal muscle cell.,,
vpi3D,MSaaapp,MSaaappp,280.0,,valve,Pharyngo-intestinal valve.,,
AIML,ABplpaappp,ABplpaapppa,280.0,,neuron,Ring interneuron.,,
IL2DL,ABalapappa,ABalapappap,280.0,,neuron,"Neuron of inner labial sensilla, ciliated ending without rootlets, open to the outside.",,
MSaaaaapa,MSaaaaap,MSaaaaapa,280.0,,,,,
K,ABplpapppa,ABplpapppaa,280.0,,rectal,"Rectal cell, postembryonic blast cell.",,
U,ABplppppap,ABplppppapa,280.0,,rectal,"Rectal cell, postembryonic blast cell in male.",,
F,ABplppppap,ABplppppapp,280.0,,epithelium,Rectal epithelial cell.,,
RMDDL,ABalpapapa,ABalpapapaa,285.0,,neuron,"Ring motoneuron/interneuron, many synapses, probably reciprocal inhibitor.",,
PHAL,ABplpppaap,ABplpppaapp,285.0,,neuron,"Phasmid neuron, ciliated ending, probably chemosensory, similar to amphids but situated in tail, take up FITC.",,
m4L,MSaaapaa,MSaaapaap,285.0,,muscle,Pharyngeal muscle cell.,,
m3DL,MSaaapaa,MSaaapaaa,285.0,,muscle,Pharyngeal muscle cell.,,
int7La,int7L,Eplpaa,285.0,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
int7Lp,int7L,Eplpap,285.0,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
AIBL,ABplaapapp,ABplaapappa,285.0,,neuron,Amphid interneuron.,,
IL2VL,ABalppappp,ABalppapppp,285.0,,neuron,"Neuron of inner labial sensilla, ciliated ending without rootlets, open to the outside.",,
ABalpapapap,ABalpapapa,ABalpapapap,285.0,,,,,
ABplpppaapa,ABplpppaap,ABplpppaapa,285.0,,,,,
I4,MSaaaapa,MSaaaapaa,285.0,,neuron,Pharyngeal interneuron.,,
int7Rp,int7R,Eprpap,285.0,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
ABplapppapa,ABplapppap,ABplapppapa,285.0,307.0,,,,
int7Ra,int7R,Eprpaa,285.0,,intestine,"Birth time data wasn't found, so displayed time is just a guess.",,
ABalppapppa,ABalppappp,ABalppapppa,285.0,,,,,
rect D,ABplpapppp,ABplpappppp,285.0,,epithelium,"Rectal epithelial cell, adjacent to intestino-rectal valve, has microvilli.",,
URYDL,ABalapapap,ABalapapapp,285.0,,neuron,"Neuron, presynaptic in ring, non-ciliated ending in head, associated with OLQ in embryo.",,
ABplapppapp,ABplapppap,ABplapppapp,285.0,,,,,
ABalapaappa,ABalapaapp,ABalapaappa,285.0,,,,,
IL2L,ABalapaapp,ABalapaappp,285.0,,neuron,"Neuron of inner labial sensilla, ciliated ending without rootlets, open to the outside.",,
RIPL,ABalpapaaa,ABalpapaaaa,285.0,,neuron,"Ring/pharynx interneuron, only direct connection between pharynx and ring, makes no chemical synapses.",,
hyp2V,ABalpapaaa,ABalpapaaap,285.0,,hypoderm,Cylindrical hypodermal syncytium in head.,,
PVT,ABplpapppp,ABplpappppa,285.0,,neuron,"Interneuron, projects along ventral cord.",,
URYDR,ABalapppap,ABalapppapp,285.0,,neuron,"Neuron, presynaptic in ring, non-ciliated ending in head, associated with OLQ in embryo.",,
ILsoR,ABalaaappr,ABalaaapprr,285.0,,socket,"Inner labial socket cell, form protuberances at the tip of each labium.",,
AVDR,ABalaaappr,ABalaaapprl,285.0,,neuron,"Ventral cord interneuron, synapses onto VA, DA, and AS motoneurons; formerly called delta.",,
AVDL,ABalaaapal,ABalaaapalr,285.0,,neuron,"Ventral cord interneuron, synapses onto VA, DA, and AS motoneurons; formerly called delta.",,
ILsoL,ABalaaapal,ABalaaapall,285.0,,socket,"Inner labial socket cell, form protuberances at the tip of each labium.",,
ABplaapappp,ABplaapapp,ABplaapappp,285.0,,,,,
ABalpppappa,ABalpppapp,ABalpppappa,285.0,310.0,,,,
ABalapppapa,ABalapppap,ABalapppapa,285.0,,,,,
ABalapapapa,ABalapapap,ABalapapapa,285.0,,,,,
m5DL,MSaaaapa,MSaaaapap,285.0,,muscle,Pharyngeal muscle cell.,,
ABalpppappp,ABalpppapp,ABalpppappp,285.0,,,,,
m6VR,MSpapapp,MSpapappa,290.0,,muscle,Pharyngeal muscle cell.,,
vpi2DR,MSpapapp,MSpapappp,290.0,,valve,Pharyngo-intestinal valve.,,
BAGL,ABalppappa,ABalppappap,290.0,,neuron,"Neuron, ciliated ending in head, not part of a sensillum, associated with ILso.",,
AVJL,ABalapappp,ABalapapppa,290.0,,neuron,"Neuron, mainly postsynaptic in ventral cord and presynaptic in ring.",,
CEPsoDL,ABalapappp,ABalapapppp,290.0,,socket,Cephalic socket cell.,,
CEPsoDR,ABalappppp,ABalapppppp,290.0,,socket,Cephalic socket cell.,,
vpi2V,MSaappa,MSaappaa,290.0,,valve,Pharyngo-intestinal valve.,,
exc gl L,ABplpapapa,ABplpapapaa,290.0,,excretory,"Excretory gland, fused to exc gl R, send process to ring, opens into excretory duct.",,
m4DR,MSpaaaap,MSpaaaapp,290.0,,muscle,Pharyngeal muscle cell.,,
AVKR,ABprpapapa,ABprpapapap,290.0,,neuron,Ring and ventral cord interneuron.,,
AVKL,ABplpapapa,ABplpapapap,290.0,,neuron,Ring and ventral cord interneuron.,,
virR,ABprpapppp,ABprpappppa,290.0,,valve,Intestino-rectal valve.,,
virL,ABprpapppp,ABprpappppp,290.0,,valve,Intestino-rectal valve.,,
DB4,ABprpappap,ABprpappapp,290.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
ABpraaaappp,ABpraaaapp,ABpraaaappp,290.0,,,,,
SMDVL,ABalppappa,ABalppappaa,290.0,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
m6VL,MSaapapp,MSaapappa,290.0,,muscle,Pharyngeal muscle cell.,,
CANR,ABalappapp,ABalappappa,290.0,,neuron,"Process runs along excretory canal, no synapses seen, essential for survival.",,
AMshL,ABplaapaap,ABplaapaapp,290.0,,sheath,Amphid sheath cell.,,
URBL,ABplaapaap,ABplaapaapa,290.0,,neuron,"Neuron, presynaptic in ring, non-ciliated ending in head, associated with OLL in embryo.",,
PHAR,ABprpppaap,ABprpppaapp,290.0,,neuron,"Phasmid neuron, ciliated ending, probably chemosensory, similar to amphids but situated in tail, take up FITC.",,
RIS,ABprpappap,ABprpappapa,290.0,,neuron,Ring interneuron.,,
DB1,ABplpaaaap,ABplpaaaapp,290.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
RIH,ABprpappaa,ABprpappaaa,290.0,,neuron,Ring interneuron.,,
m3DR,MSpaaaap,MSpaaaapa,290.0,,muscle,Pharyngeal muscle cell.,,
exc gl R,ABprpapapa,ABprpapapaa,290.0,,excretory,"Excretory gland, fused to exc gl L, send process to ring, opens into excretory duct.",,
ABprpppaapa,ABprpppaap,ABprpppaapa,290.0,,,,,
AVL,ABprpappaa,ABprpappaap,290.0,,neuron,"Ring and ventral cord interneuron/motoneuron, few synapses.",,
AVJR,ABalappppp,ABalapppppa,290.0,,neuron,"Neuron, mainly postsynaptic in ventral cord and presynaptic in ring.",,
exc duct,ABplpaaaap,ABplpaaaapa,290.0,,excretory,Excretory duct.,,
m2DL,ABaraapaap,ABaraapaapa,290.0,,muscle,Pharyngeal muscle cell.,,
ABprapppapa,ABprapppap,ABprapppapa,290.0,310.0,,,,
ABalaappppa,ABalaapppp,ABalaappppa,290.0,,,,,
ABalppppaav,ABalppppaa,ABalppppaav,290.0,333.0,,,,
ADLL,ABalppppaa,ABalppppaad,290.0,,neuron,"Amphid neuron, dual ciliated sensory endings, probably chemosensory, prohject directly to ring, take up FITC.",,
IL2R,ABalaapppp,ABalaappppp,290.0,,neuron,"Neuron of inner labial sensilla, ciliated ending without rootlets, open to the outside.",,
CANL,ABalapaaap,ABalapaaapa,290.0,,neuron,"Process runs along excretory canal, no synapses seen, essential for survival.",,
OLLsoL,ABalapaaap,ABalapaaapp,290.0,,socket,Lateral outer labial socket cell.,,
vpi3V,MSaappa,MSaappap,290.0,,valve,Pharyngo-intestinal valve.,,
mc2DL,ABaraapaap,ABaraapaapp,290.0,,marginal,Pharyngeal marginal cell.,,
ABarapppppa,ABarappppp,ABarapppppa,290.0,,,,,
IL2VR,ABarappppp,ABarapppppp,290.0,,neuron,"Neuron of inner labial sensilla, ciliated ending without rootlets, open to the outside.",,
MCR,ABarapaapp,ABarapaappp,290.0,,neuron,Pharyngeal neuron that synapses onto the marginal cells.,,
m3R,ABarapaapp,ABarapaappa,290.0,,muscle,Pharyngeal muscle cell.,,
mc2DR,ABaraappap,ABaraappapp,290.0,,marginal,Pharyngeal marginal cell.,,
m2DR,ABaraappap,ABaraappapa,290.0,,muscle,Pharyngeal muscle cell.,,
OLLsoR,ABalappapp,ABalappappp,290.0,,socket,Lateral outer labial socket cell.,,
vpi2DL,MSaapapp,MSaapappp,290.0,,valve,Pharyngo-intestinal valve.,,
ABpraaaappa,ABpraaaapp,ABpraaaappa,290.0,307.0,,,,
ABprapppapp,ABprapppap,ABprapppapp,290.0,,,,,
ABarappapap,ABarappapa,ABarappapap,292.0,,,,,
RMDDR,ABarappapa,ABarappapaa,292.0,,neuron,"Ring motoneuron/interneuron, many synapses, probably reciprocal inhibitor.",,
SAADL,ABalppapap,ABalppapapa,292.0,,neuron,"Ring interneuron, have anteriorly direct process that runs sublaterally.",,
ILsoVL,ABalppapap,ABalppapapp,292.0,,socket,"Inner labial socket cell, form protuberances at the tip of each labium.",,
DB3,ABprpaaaap,ABprpaaaapp,293.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
hyp10,ABprpppppp,ABprppppppp,293.0,,hypoderm,Tail ventral hypodermis.,,
tail spike,ABprpppppp,ABprppppppa,293.0,630.0,tail,"Used during embryogenesis to make tail spike, then dies.",,
mu sph,ABprpppppa,ABprpppppap,293.0,,muscle,Sphincter muscle of intestino-rectal valve,,
rect VR,ABprppppaa,ABprppppaap,293.0,,epithelium,"Rectal epithelial cell, adjacent to intestino-rectal valve, has microvilli.",,
DA7,ABprpppaaa,ABprpppaaap,293.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
PDA,ABprpppaaa,ABprpppaaaa,293.0,,neuron,"Motoneuron, cell body in preanal ganglion, few neuromuscular junctions to dorsal muscles; begins life as cell Y: rectal cell at hatching, becomes PDA in hermaphrodite, postembryonic blast cell in male.",,
PVPR,ABprppppaa,ABprppppaaa,293.0,,neuron,"Interneuron, projects along ventral cord into nerve ring.",,
mu bod,ABprpppppa,ABprpppppaa,293.0,,muscle,Embryonic body wall muscle.,,
G1,ABprpaaaap,ABprpaaaapa,293.0,,,"Postembryonic blast cell; excretory socket is G1 in embryo, G2 in L1, G2.p later.",,
AVAL,ABalppaaap,ABalppaaapa,295.0,,neuron,"Ventral cord interneuron, synapses onto VA, DA, and AS motoneurons; formerly called alpha.",,
ABalpappaap,ABalpappaa,ABalpappaap,295.0,,,,,
ABarpapaapp,ABarpapaap,ABarpapaapp,295.0,,,,,
AVG,ABprpapppa,ABprpapppap,295.0,,neuron,"Ventral cord interneuron, few synapses, sends process into tailspike.",,
RMDVR,ABarapppaa,ABarapppaaa,295.0,,neuron,"Ring motoneuron/interneuron, many synapses, probably reciprocal inhibitor.",,
ABprppapaaa,ABprppapaa,ABprppapaaa,295.0,,,,,
ILshVR,ABarapppaa,ABarapppaap,295.0,,sheath,Inner labial sheeth cell.,,
SAADR,ABarapppap,ABarapppapa,295.0,,neuron,"Ring interneuron, have anteriorly direct process that runs sublaterally.",,
OLQsoVR,ABalaappap,ABalaappapp,295.0,,socket,Quadrant outer labial socket cell.,,
ABalpappaaa,ABalpappaa,ABalpappaaa,295.0,330.0,,,,
ABplppapaaa,ABplppapaa,ABplppapaaa,295.0,,,,,
ILsoVR,ABarapppap,ABarapppapp,295.0,,socket,"Inner labial socket cell, form protuberances at the tip of each labium.",,
SIAVL,ABplpapapp,ABplpapappa,295.0,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
SMDVR,ABarappppa,ABarappppaa,295.0,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
SAAVL,ABplpaaaaa,ABplpaaaaaa,295.0,,neuron,"Ring interneuron, have anteriorly direct process that runs sublaterally.",,
PVPL,ABplppppaa,ABplppppaaa,295.0,,neuron,"Interneuron, projects along ventral cord into nerve ring.",,
DA9,ABplpppaaa,ABplpppaaaa,295.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
URYVR,ABprpaaapp,ABprpaaappp,295.0,,neuron,"Neuron, presynaptic in ring, non-ciliated ending in head, associated with OLQ in embryo.",,
mu anal,ABplpppppa,ABplpppppap,295.0,,muscle,Anal depressor muscle.,,
rect VL,ABplppppaa,ABplppppaap,295.0,,epithelium,"Rectal epithelial cell, adjacent to intestino-rectal valve, has microvilli.",,
tail spike,ABplpppppp,ABplppppppa,295.0,625.0,tail,"Used during embryogenesis to make tail spike, then dies.",,
hyp10,ABplpppppp,ABplppppppp,295.0,,hypoderm,Tail ventral hypodermis.,,
AIMR,ABprpaappp,ABprpaapppa,295.0,,neuron,Ring interneuron.,,
ABprpaapppp,ABprpaappp,ABprpaapppp,295.0,,,,,
ADLR,ABpraaapaa,ABpraaapaad,295.0,,neuron,"Amphid neuron, dual ciliated sensory endings, probably chemosensory, prohject directly to ring, take up FITC.",,
ABpraaapaav,ABpraaapaa,ABpraaapaav,295.0,340.0,,,,
DA6,ABplpppaaa,ABplpppaaap,295.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
ABplaaaaapp,ABplaaaaap,ABplaaaaapp,295.0,,,,,
ABplaaaaapa,ABplaaaaap,ABplaaaaapa,295.0,330.0,,,,
OLQsoVL,ABalppaaap,ABalppaaapp,295.0,,socket,Quadrant outer labial socket cell.,,
ABalaapappa,ABalaapapp,ABalaapappa,295.0,390.0,,,,
URYVL,ABplpaaapp,ABplpaaappp,295.0,,neuron,"Neuron, presynaptic in ring, non-ciliated ending in head, associated with OLQ in embryo.",,
e2DR,ABaraaapaa,ABaraaapaap,295.0,,epithelium,Pharyngeal epithelial cell.,,
ABarpapaapa,ABarpapaap,ABarpapaapa,295.0,320.0,,,,
mu int L,ABplpppppa,ABplpppppaa,295.0,,muscle,"Intestinal muscle, attaches to intestine and body wall anterior to anus.",,
AVAR,ABalaappap,ABalaappapa,295.0,,neuron,"Ventral cord interneuron, synapses onto VA, DA, and AS motoneurons; formerly called alpha.",,
CEPsoVR,ABalaapapp,ABalaapappp,295.0,,socket,Cephalic socket cell.,,
ABplpaaappa,ABplpaaapp,ABplpaaappa,295.0,,,,,
arc post DR,ABaraaapaa,ABaraaapaaa,295.0,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
AWCL,ABplpaaaaa,ABplpaaaaap,295.0,,neuron,"Amphid wing cell, neuron havin ciliated sheet-like sensory ending closely associated with amphid sheath.",,
DA1,ABprppapaa,ABprppapaap,295.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
DB5,ABplpapapp,ABplpapappp,295.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
ABalaaapplr,ABalaaappl,ABalaaapplr,295.0,390.0,,,,
ASHL,ABplpaappa,ABplpaappaa,295.0,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
URBR,ABpraapaap,ABpraapaapa,295.0,,neuron,"Neuron, presynaptic in ring, non-ciliated ending in head, associated with OLL in embryo.",,
SABD,ABplppapaa,ABplppapaap,295.0,,neuron,"Ring interneuron, has anteriorly directed process that runs sublaterally, synapses to anterior ventral body muscles in L1.",,
ILshDL,ABalaaapar,ABalaaaparr,295.0,,sheath,Inner labial sheeth cell.,,
AMshR,ABpraapaap,ABpraapaapp,295.0,,sheath,Amphid sheath cell.,,
ABprpaaappa,ABprpaaapp,ABprpaaappa,295.0,,,,,
AIBR,ABpraapapp,ABpraapappa,295.0,,neuron,Amphid interneuron.,,
hyp1DL,ABalpaappp,ABalpaapppa,295.0,,hypoderm,Cylindrical hypodermal syncytium in head.,,
ABpraapappp,ABpraapapp,ABpraapappp,295.0,,,,,
ILshDR,ABalaaappl,ABalaaappll,295.0,,sheath,Inner labial sheeth cell.,,
hyp2DL,ABalpaappp,ABalpaapppp,295.0,,hypoderm,Cylindrical hypodermal syncytium in head.,,
RIBL,ABplpaappa,ABplpaappap,295.0,,neuron,Prominent branched ring interneuron.,,
ABalaaaparl,ABalaaapar,ABalaaaparl,295.0,390.0,,,,
RIR,ABprpapppa,ABprpapppaa,295.0,,neuron,Ring interneuron.,,
BAGR,ABarappppa,ABarappppap,295.0,,neuron,"Neuron, ciliated ending in head, not part of a sensillum, associated with ILso.",,
SIAVR,ABprpapapp,ABprpapappa,297.0,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
DA8,ABprpapapp,ABprpapappp,297.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
AWCR,ABprpaaaaa,ABprpaaaaap,297.0,,neuron,"Amphid wing cell, neuron havin ciliated sheet-like sensory ending closely associated with amphid sheath.",,
SAAVR,ABprpaaaaa,ABprpaaaaaa,297.0,,neuron,"Ring interneuron, have anteriorly direct process that runs sublaterally.",,
SIBDR,ABprppaaaa,ABprppaaaaa,297.0,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
ABprppaaaap,ABprppaaaa,ABprppaaaap,297.0,,,,,
ABplppaaaap,ABplppaaaa,ABplppaaaap,298.0,,,,,
SIBDL,ABplppaaaa,ABplppaaaaa,298.0,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
mc3DL,MSaaapap,MSaaapapa,300.0,,marginal,Pharyngeal marginal cell.,,
AVBR,ABprpaapaa,ABprpaapaap,300.0,,neuron,"Ventral cord interneuron, synapses onto VB, DB, and AS motoneurons; formerly called beta.",,
RIVR,ABprpaapaa,ABprpaapaaa,300.0,,neuron,Ring interneuron.,,
e2DL,ABalpaapaa,ABalpaapaap,300.0,,epithelium,Pharyngeal epithelial cell.,,
ABprapapppa,ABprapappp,ABprapapppa,300.0,320.0,,,,
ABalppppapp,ABalppppap,ABalppppapp,300.0,320.0,,,,
RIBR,ABprpaappa,ABprpaappap,300.0,,neuron,Prominent branched ring interneuron.,,
ASHR,ABprpaappa,ABprpaappaa,300.0,,neuron,"Amphid neuron, single ciliated ending, probably chemosensory; project into ring via commissure from ventral ganglion, make diverse synaptic connections in ring neuropil, also take up FITC.",,
m6D,MSpaaapp,MSpaaappp,300.0,,muscle,Pharyngeal muscle cell.,,
m5DR,MSpaaapp,MSpaaappa,300.0,,muscle,Pharyngeal muscle cell.,,
m1DL,ABaraapaaa,ABaraapaaap,300.0,,muscle,Pharyngeal muscle cell.,,
ABalppppapa,ABalppppap,ABalppppapa,300.0,,,,,
arc post DL,ABalpaapaa,ABalpaapaaa,300.0,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
m8,MSaaapap,MSaaapapp,300.0,,muscle,Pharyngeal muscle cell.,,
hyp1DR,ABaraaappp,ABaraaapppp,300.0,,hypoderm,Cylindrical hypodermal syncytium in head.,,
ABprapapppp,ABprapappp,ABprapapppp,300.0,,,,,
MSaaaappa,MSaaaapp,MSaaaappa,300.0,350.0,,,,
ABpraaapapp,ABpraaapap,ABpraaapapp,300.0,320.0,,,,
m7D,MSaaaapp,MSaaaappp,300.0,,muscle,Pharyngeal muscle cell.,,
SMBVR,ABarappapp,ABarappappp,300.0,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
e3D,ABaraapaaa,ABaraapaaaa,300.0,,epithelium,Pharyngeal epithelial cell.,,
arc ant DR,ABaraaappp,ABaraaapppa,300.0,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
SIBVR,ABprpapaap,ABprpapaapp,300.0,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
SIADR,ABprpapaap,ABprpapaapa,300.0,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
RMDVL,ABalppapaa,ABalppapaaa,300.0,,neuron,"Ring motoneuron/interneuron, many synapses, probably reciprocal inhibitor.",,
ILshVL,ABalppapaa,ABalppapaap,300.0,,sheath,Inner labial sheeth cell.,,
SIADL,ABplpapaap,ABplpapaapa,300.0,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
SIBVL,ABplpapaap,ABplpapaapp,300.0,,neuron,"Receives a few synapses in the ring, has posteriorly directed process that runs sublaterally.",,
ABpraaapapa,ABpraaapap,ABpraaapapa,300.0,,,,,
DB2,ABarappapp,ABarappappa,300.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
ALA,ABalapppaa,ABalapppaaa,303.0,,neuron,"Neuron, sends processes laterally adjacent to excretory canal and also along dorsal cord.",,
AMsoR,ABprpaapap,ABprpaapapa,303.0,,socket,Amphid socket cell.,,
CEMVR,ABprpaapap,ABprpaapapp,303.0,470.0,neuron,"Male-specific cephalic neurons (die in hermaphrodite embryo), open to outside, possibly mediate male chemotaxis towards hermaphrodite.",,
RMED,ABalapppaa,ABalapppaap,303.0,,neuron,"Ring motoneuron, probably contain GABA.",,
ABplapapppp,ABplapappp,ABplapapppp,305.0,,,,,
SMDDR,ABprpapaaa,ABprpapaaaa,305.0,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
ABplapapppa,ABplapappp,ABplapapppa,305.0,320.0,,,,
arc post D,ABaraaappa,ABaraaappaa,305.0,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
SMBVL,ABalpapapp,ABalpapappp,305.0,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
URAVL,ABplpaaapa,ABplpaaapaa,305.0,,neuron,"Ring motoneuron, non-ciliated ending in head, assocated with OLQ in embryo.",,
CEPshVL,ABplpaaapa,ABplpaaapap,305.0,,sheath,"Cephalic sheath cell, sheet-like process envelops neuropil of ring and part of ventral ganglion.",,
ABalpapappa,ABalpapapp,ABalpapappa,305.0,333.0,,,,
CEPsoVL,ABalppaapp,ABalppaappp,305.0,,socket,Cephalic socket cell.,,
ABalppaappa,ABalppaapp,ABalppaappa,305.0,410.0,,,,
MI,ABaraappaa,ABaraappaaa,305.0,,neuron,Pharyngeal motoneuron/interneuron.,,
ILsoDR,ABpraapaaa,ABpraapaaap,305.0,,socket,"Inner labial socket cell, form protuberances at the tip of each labium.",,
AVBL,ABplpaapaa,ABplpaapaap,305.0,,neuron,"Ventral cord interneuron, synapses onto VB, DB, and AS motoneurons; formerly called beta.",,
hyp3,ABpraapaaa,ABpraapaaaa,305.0,,hypoderm,Cylindrical hypodermal syncytium in head.,,
ABarappaaap,ABarappaaa,ABarappaaap,305.0,355.0,,,,
AIAR,ABprppaapp,ABprppaappa,305.0,,neuron,Amphid interneuron.,,
AIAL,ABplppaapp,ABplppaappa,305.0,,neuron,Amphid interneuron.,,
DB6,ABplppaapp,ABplppaappp,305.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
RIPR,ABarappaaa,ABarappaaaa,305.0,,neuron,"Ring/pharynx interneuron, only direct connection between pharynx and ring, makes no chemical synapses.",,
ABprapaaapa,ABprapaaap,ABprapaaapa,305.0,,,,,
AIYL,ABplpapaaa,ABplpapaaap,305.0,,neuron,Amphid interneuron.,,
arc post VL,ABalpaappa,ABalpaappap,305.0,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
DB7,ABprppaapp,ABprppaappp,305.0,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, probably cholinergic.",,
arc ant DL,ABalpaappa,ABalpaappaa,305.0,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
RMGR,ABprapaaap,ABprapaaapp,305.0,,neuron,Ring motoneuron/interneuron.,,
RIVL,ABplpaapaa,ABplpaapaaa,305.0,,neuron,Ring interneuron.,,
RMDL,ABalpppapa,ABalpppapad,305.0,,neuron,"Ring motoneuron/interneuron, many synapses, probably reciprocal inhibitor.",,
arc post VR,ABaraaappa,ABaraaappap,305.0,,other,"Interface between pharynx and hypodermis, form anterior part of buccal cavity.",,
vpi1,MSpaapap,MSpaapapp,305.0,,valve,Pharyngo-intestinal valve.,,
AFDL,ABalpppapa,ABalpppapav,305.0,,neuron,"Amphid finger cell, associated with amphid sheath.",,
SMDDL,ABplpapaaa,ABplpapaaaa,305.0,,neuron,"Ring motoneuron/interneuron, has posteriorly directed process that runs sublaterally.",,
m1DR,ABaraappaa,ABaraappaap,305.0,,muscle,Pharyngeal muscle cell.,,
AIYR,ABprpapaaa,ABprpapaaap,305.0,,neuron,Amphid interneuron.,,
mc3DR,MSpaapap,MSpaapapa,305.0,,marginal,Pharyngeal marginal cell.,,
RMDR,ABpraaaapa,ABpraaaapad,305.0,,neuron,"Ring motoneuron/interneuron, many synapses, probably reciprocal inhibitor.",,
AFDR,ABpraaaapa,ABpraaaapav,305.0,,neuron,"Amphid finger cell, associated with amphid sheath.",,
ABplapaaapa,ABplapaaap,ABplapaaapa,306.0,,,,,
RMGL,ABplapaaap,ABplapaaapp,306.0,,neuron,Ring motoneuron/interneuron.,,
ABplapaaaap,ABplapaaaa,ABplapaaaap,307.0,,,,,
ABplapaaaaa,ABplapaaaa,ABplapaaaaa,307.0,340.0,,,,
RIGR,ABprppappa,ABprppappaa,307.0,,neuron,Ring interneuron.,,
DD2,ABprppappa,ABprppappap,307.0,,neuron,"Ventral cord motoneuron, probably reciprocal inhibitor, changes its pattern of motor synapses during postembryonic development, contains GABA.",,
DD1,ABplppappa,ABplppappap,308.0,,neuron,"Ventral cord motoneuron, probably reciprocal inhibitor, changes its pattern of motor synapses during postembryonic development, contains GABA.",,
ABarapapaap,ABarapapaa,ABarapapaap,308.0,,,,,
RIGL,ABplppappa,ABplppappaa,308.0,,neuron,Ring interneuron.,,
ABarapapaaa,ABarapapaa,ABarapapaaa,308.0,330.0,,,,
ABalpapaapp,ABalpapaap,ABalpapaapp,310.0,360.0,,,,
ABalaaaarla,ABalaaaarl,ABalaaaarla,310.0,400.0,,,,
AWAR,ABpraapapa,ABpraapapaa,310.0,,neuron,"Amphid wing cell, neuron havin ciliated sheet-like sensory ending closely associated with amphid sheath.",,
PVQL,ABplapppaa,ABplapppaaa,310.0,,neuron,"Interneuron, projects along ventral cord to ring, darkly staining vesicles.",,
ILsoDL,ABplaapaaa,ABplaapaaap,310.0,,socket,"Inner labial socket cell, form protuberances at the tip of each labium.",,
URAVR,ABprpaaapa,ABprpaaapaa,310.0,,neuron,"Ring motoneuron, non-ciliated ending in head, assocated with OLQ in embryo.",,
mu bod,Cappaa,Cappaap,310.0,,muscle,Embryonic body wall muscle.,,
